LapDistanceNorm,Speed,Throttle,Brake,Time_seconds,Source,LongAccel,LatAccel,SuspTravel_FL,SuspTravel_FR,SuspTravel_RL,SuspTravel_RR
0.24569,203.51,50.0,30.3,22.1123,AC_DEMO_SYNTH,-0.505,-0.9639,58.455,68.009,46.764,54.407
0.24625,202.67,50.0,26.6,22.1623,AC_DEMO_SYNTH,-0.443,-0.9628,58.484,68.577,46.787,54.862
0.2468,201.95,50.0,22.8,22.2123,AC_DEMO_SYNTH,-0.3797,-0.9619,57.484,68.053,45.987,54.442
0.24736,201.33,50.0,18.9,22.2624,AC_DEMO_SYNTH,-0.3153,-0.961,56.714,67.282,45.371,53.826
0.24792,200.83,50.0,15.0,22.3124,AC_DEMO_SYNTH,-0.25,-0.9602,57.438,66.595,45.95,53.276
0.24847,200.45,50.0,11.0,22.3624,AC_DEMO_SYNTH,-0.1839,-0.9597,56.606,66.652,45.285,53.322
0.24903,200.18,50.0,7.0,22.4125,AC_DEMO_SYNTH,-0.1173,-0.9592,56.933,66.671,45.546,53.337
0.24958,200.03,50.0,3.0,22.4625,AC_DEMO_SYNTH,-0.0503,-0.959,56.411,66.928,45.129,53.542
0.25014,200.0,53.0,0.0,22.5125,AC_DEMO_SYNTH,0.0168,-0.959,56.0,65.841,44.8,52.673
0.25069,200.09,65.1,0.0,22.5625,AC_DEMO_SYNTH,0.0838,-0.9591,56.01,66.042,44.808,52.834
0.25125,200.3,77.1,0.0,22.6126,AC_DEMO_SYNTH,0.1506,-0.9594,56.495,66.193,45.196,52.954
0.25181,200.62,89.1,0.0,22.6626,AC_DEMO_SYNTH,0.217,-0.9599,56.411,64.842,45.129,51.874
0.25236,201.07,100.0,0.0,22.7126,AC_DEMO_SYNTH,0.2827,-0.9606,55.503,66.11,44.402,52.888
0.25292,201.62,100.0,0.0,22.7626,AC_DEMO_SYNTH,0.3476,-0.9614,55.457,65.149,44.366,52.119
0.25347,202.3,100.0,0.0,22.8127,AC_DEMO_SYNTH,0.4115,-0.9623,55.771,65.712,44.617,52.57
0.25403,203.08,100.0,0.0,22.8627,AC_DEMO_SYNTH,0.4742,-0.9633,54.974,65.66,43.979,52.528
0.25459,203.97,100.0,0.0,22.9127,AC_DEMO_SYNTH,0.5354,-0.9644,55.445,66.007,44.356,52.806
0.25514,204.97,100.0,0.0,22.9628,AC_DEMO_SYNTH,0.5952,-0.9655,55.329,65.833,44.263,52.666
0.2557,206.07,100.0,0.0,23.0128,AC_DEMO_SYNTH,0.6532,-0.9666,55.521,64.729,44.417,51.783
0.25625,207.28,100.0,0.0,23.0628,AC_DEMO_SYNTH,0.7093,-0.9675,55.149,65.463,44.119,52.37
0.25681,208.58,100.0,0.0,23.1128,AC_DEMO_SYNTH,0.7635,-0.9684,54.961,65.956,43.969,52.765
0.25737,209.98,100.0,0.0,23.1629,AC_DEMO_SYNTH,0.8155,-0.9691,54.912,65.975,43.93,52.78
0.25792,211.46,100.0,0.0,23.2129,AC_DEMO_SYNTH,0.8652,-0.9696,55.467,66.422,44.374,53.138
0.25848,213.03,100.0,0.0,23.2629,AC_DEMO_SYNTH,0.9125,-0.9698,55.934,66.752,44.747,53.402
0.25903,214.69,100.0,0.0,23.313,AC_DEMO_SYNTH,0.9573,-0.9697,56.235,66.913,44.988,53.53
0.25959,216.42,100.0,0.0,23.363,AC_DEMO_SYNTH,0.9995,-0.9692,57.39,66.842,45.912,53.474
0.26014,218.22,100.0,0.0,23.413,AC_DEMO_SYNTH,1.0391,-0.9683,57.35,66.472,45.88,53.178
0.2607,220.09,100.0,0.0,23.463,AC_DEMO_SYNTH,1.0759,-0.9669,56.845,67.336,45.476,53.869
0.26126,222.02,100.0,0.0,23.5131,AC_DEMO_SYNTH,1.1099,-0.9649,57.72,68.014,46.176,54.411
0.26181,224.01,100.0,0.0,23.5631,AC_DEMO_SYNTH,1.1411,-0.9623,57.799,67.764,46.239,54.211
0.26237,226.05,100.0,0.0,23.6131,AC_DEMO_SYNTH,1.1693,-0.9591,58.256,68.828,46.605,55.062
0.26292,228.14,100.0,0.0,23.6631,AC_DEMO_SYNTH,1.1947,-0.9552,58.881,69.333,47.105,55.466
0.26348,230.27,100.0,0.0,23.7132,AC_DEMO_SYNTH,1.2172,-0.9505,59.518,69.434,47.614,55.547
0.26404,232.44,100.0,0.0,23.7632,AC_DEMO_SYNTH,1.2368,-0.9451,59.625,68.591,47.7,54.873
0.26459,234.64,100.0,0.0,23.8132,AC_DEMO_SYNTH,1.2534,-0.9389,60.701,69.755,48.561,55.804
0.26515,236.87,100.0,0.0,23.8633,AC_DEMO_SYNTH,1.2672,-0.9318,60.36,71.486,48.288,57.189
0.2657,239.12,100.0,0.0,23.9133,AC_DEMO_SYNTH,1.2782,-0.9239,61.383,70.992,49.106,56.794
0.26626,241.39,100.0,0.0,23.9633,AC_DEMO_SYNTH,1.2864,-0.9151,63.007,70.911,50.406,56.729
0.26681,243.67,100.0,0.0,24.0133,AC_DEMO_SYNTH,1.2918,-0.9054,62.665,72.703,50.132,58.162
0.26737,245.95,100.0,0.0,24.0634,AC_DEMO_SYNTH,1.2945,-0.8949,63.774,72.728,51.019,58.182
0.26793,248.24,100.0,0.0,24.1134,AC_DEMO_SYNTH,1.2947,-0.8834,63.884,73.689,51.107,58.951
0.26848,250.53,100.0,0.0,24.1634,AC_DEMO_SYNTH,1.2923,-0.8711,64.744,73.891,51.795,59.113
0.26904,252.81,100.0,0.0,24.2135,AC_DEMO_SYNTH,1.2875,-0.8579,65.167,74.502,52.134,59.602
0.26959,255.08,100.0,0.0,24.2635,AC_DEMO_SYNTH,1.2804,-0.8439,65.814,75.007,52.651,60.006
0.27015,257.33,100.0,0.0,24.3135,AC_DEMO_SYNTH,1.271,-0.8291,66.274,75.687,53.019,60.55
0.27071,259.57,100.0,0.0,24.3635,AC_DEMO_SYNTH,1.2594,-0.8134,67.475,76.869,53.98,61.495
0.27126,261.78,100.0,0.0,24.4136,AC_DEMO_SYNTH,1.2459,-0.7971,67.686,76.896,54.149,61.517
0.27182,263.97,100.0,0.0,24.4636,AC_DEMO_SYNTH,1.2304,-0.78,69.026,76.427,55.221,61.142
0.27237,266.13,100.0,0.0,24.5136,AC_DEMO_SYNTH,1.2132,-0.7622,69.932,77.786,55.946,62.229
0.27293,268.26,100.0,0.0,24.5636,AC_DEMO_SYNTH,1.1942,-0.7439,70.387,78.613,56.31,62.89
0.27349,270.35,100.0,0.0,24.6137,AC_DEMO_SYNTH,1.1737,-0.725,70.871,79.18,56.697,63.344
0.27404,272.4,100.0,0.0,24.6637,AC_DEMO_SYNTH,1.1518,-0.7056,71.911,79.066,57.529,63.253
0.2746,274.42,100.0,0.0,24.7137,AC_DEMO_SYNTH,1.1285,-0.6857,72.353,80.238,57.882,64.19
0.27515,276.39,100.0,0.0,24.7638,AC_DEMO_SYNTH,1.1041,-0.6655,73.592,80.67,58.874,64.536
0.27571,278.32,100.0,0.0,24.8138,AC_DEMO_SYNTH,1.0786,-0.645,73.224,81.849,58.579,65.479
0.27626,280.2,100.0,0.0,24.8638,AC_DEMO_SYNTH,1.0522,-0.6242,74.555,81.031,59.644,64.825
0.27682,282.04,100.0,0.0,24.9138,AC_DEMO_SYNTH,1.0249,-0.6033,74.621,81.634,59.697,65.307
0.27738,283.83,100.0,0.0,24.9639,AC_DEMO_SYNTH,0.9969,-0.5822,75.539,82.209,60.431,65.767
0.27793,285.56,100.0,0.0,25.0139,AC_DEMO_SYNTH,0.9684,-0.561,77.39,82.618,61.912,66.094
0.27849,287.25,100.0,0.0,25.0639,AC_DEMO_SYNTH,0.9393,-0.5399,77.902,82.933,62.322,66.346
0.27904,288.88,100.0,0.0,25.114,AC_DEMO_SYNTH,0.9099,-0.5188,77.942,82.645,62.354,66.116
0.2796,290.46,100.0,0.0,25.164,AC_DEMO_SYNTH,0.8802,-0.4979,78.302,84.027,62.642,67.222
0.28016,291.99,100.0,0.0,25.214,AC_DEMO_SYNTH,0.8503,-0.4771,78.378,84.788,62.702,67.83
0.28071,293.47,100.0,0.0,25.264,AC_DEMO_SYNTH,0.8204,-0.4565,79.994,84.871,63.995,67.897
0.28127,294.89,100.0,0.0,25.3141,AC_DEMO_SYNTH,0.7905,-0.4362,81.809,86.256,65.447,69.005
0.28182,296.26,100.0,0.0,25.3641,AC_DEMO_SYNTH,0.7606,-0.4163,81.629,85.889,65.303,68.711
0.28238,297.58,100.0,0.0,25.4141,AC_DEMO_SYNTH,0.731,-0.3967,81.829,86.79,65.463,69.432
0.28293,298.84,100.0,0.0,25.4641,AC_DEMO_SYNTH,0.7016,-0.3775,82.817,86.752,66.254,69.402
0.28349,300.06,100.0,0.0,25.5142,AC_DEMO_SYNTH,0.6725,-0.3587,82.572,87.343,66.058,69.874
0.28405,301.22,100.0,0.0,25.5642,AC_DEMO_SYNTH,0.6438,-0.3404,83.621,87.473,66.897,69.978
0.2846,302.33,100.0,0.0,25.6142,AC_DEMO_SYNTH,0.6156,-0.3226,84.305,88.245,67.444,70.596
0.28516,303.39,100.0,0.0,25.6643,AC_DEMO_SYNTH,0.5879,-0.3054,84.737,88.043,67.79,70.434
0.28571,304.41,100.0,0.0,25.7143,AC_DEMO_SYNTH,0.5607,-0.2886,85.579,88.531,68.463,70.825
0.28627,305.38,100.0,0.0,25.7643,AC_DEMO_SYNTH,0.5341,-0.2725,85.871,88.779,68.697,71.023
0.28683,306.3,100.0,0.0,25.8143,AC_DEMO_SYNTH,0.5082,-0.2568,86.452,88.802,69.162,71.042
0.28738,307.17,100.0,0.0,25.8644,AC_DEMO_SYNTH,0.4829,-0.2418,86.341,89.351,69.073,71.481
0.28794,308.0,100.0,0.0,25.9144,AC_DEMO_SYNTH,0.4583,-0.2274,87.389,90.344,69.911,72.275
0.28849,308.79,100.0,0.0,25.9644,AC_DEMO_SYNTH,0.4345,-0.2135,88.079,89.591,70.463,71.673
0.28905,309.54,100.0,0.0,26.0145,AC_DEMO_SYNTH,0.4114,-0.2003,87.418,90.105,69.934,72.084
0.28961,310.25,100.0,0.0,26.0645,AC_DEMO_SYNTH,0.3891,-0.1876,87.813,90.667,70.25,72.534
0.29016,310.91,100.0,0.0,26.1145,AC_DEMO_SYNTH,0.3675,-0.1755,89.043,90.832,71.234,72.666
0.29072,311.54,100.0,0.0,26.1645,AC_DEMO_SYNTH,0.3468,-0.164,88.758,90.584,71.006,72.467
0.29127,312.14,100.0,0.0,26.2146,AC_DEMO_SYNTH,0.3268,-0.153,89.708,89.821,71.766,71.857
0.29183,312.7,100.0,0.0,26.2646,AC_DEMO_SYNTH,0.3076,-0.1426,89.263,91.163,71.41,72.93
0.29238,313.23,100.0,0.0,26.3146,AC_DEMO_SYNTH,0.2892,-0.1328,90.3,90.243,72.24,72.194
0.29294,313.72,100.0,0.0,26.3646,AC_DEMO_SYNTH,0.2716,-0.1235,90.031,91.881,72.025,73.505
0.2935,314.19,100.0,0.0,26.4147,AC_DEMO_SYNTH,0.2548,-0.1147,90.332,91.517,72.266,73.214
0.29405,314.62,100.0,0.0,26.4647,AC_DEMO_SYNTH,0.2387,-0.1064,91.086,91.992,72.869,73.594
0.29461,315.03,100.0,0.0,26.5147,AC_DEMO_SYNTH,0.2234,-0.0986,90.536,91.369,72.429,73.095
0.29516,315.41,100.0,0.0,26.5648,AC_DEMO_SYNTH,0.2088,-0.0912,90.511,91.237,72.409,72.99
0.29572,315.77,100.0,0.0,26.6148,AC_DEMO_SYNTH,0.195,-0.0843,90.904,92.084,72.723,73.667
0.29628,316.1,100.0,0.0,26.6648,AC_DEMO_SYNTH,0.1819,-0.0779,91.445,92.079,73.156,73.663
0.29683,316.41,100.0,0.0,26.7148,AC_DEMO_SYNTH,0.1694,-0.0718,90.809,92.003,72.647,73.602
0.29739,316.7,100.0,0.0,26.7649,AC_DEMO_SYNTH,0.1577,-0.0662,91.85,92.333,73.48,73.866
0.29794,316.97,100.0,0.0,26.8149,AC_DEMO_SYNTH,0.1465,-0.0609,91.529,93.5,73.223,74.8
0.2985,317.22,100.0,0.0,26.8649,AC_DEMO_SYNTH,0.1361,-0.056,92.343,92.814,73.874,74.251
0.29906,317.45,100.0,0.0,26.915,AC_DEMO_SYNTH,0.1262,-0.0514,91.056,92.98,72.845,74.384
0.29961,317.66,100.0,0.0,26.965,AC_DEMO_SYNTH,0.1169,-0.0471,91.818,92.972,73.454,74.378
0.30017,317.86,100.0,0.0,27.015,AC_DEMO_SYNTH,0.1082,-0.0432,91.571,93.297,73.257,74.638
0.30072,318.04,100.0,0.0,27.065,AC_DEMO_SYNTH,0.1,-0.0395,92.018,92.693,73.614,74.154
0.30128,318.21,100.0,0.0,27.1151,AC_DEMO_SYNTH,0.0923,-0.0361,92.545,92.008,74.036,73.606
0.30183,318.37,100.0,0.0,27.1651,AC_DEMO_SYNTH,0.0851,-0.033,92.465,92.812,73.972,74.25
0.30239,318.51,100.0,0.0,27.2151,AC_DEMO_SYNTH,0.0784,-0.0301,92.516,93.263,74.013,74.61
0.30295,318.65,100.0,0.0,27.2651,AC_DEMO_SYNTH,0.0722,-0.0274,92.633,92.6,74.106,74.08
0.3035,318.77,100.0,0.0,27.3152,AC_DEMO_SYNTH,0.0664,-0.025,92.848,92.962,74.278,74.37
0.30406,318.88,100.0,0.0,27.3652,AC_DEMO_SYNTH,0.0609,-0.0227,92.428,92.796,73.942,74.237
0.30461,318.98,100.0,0.0,27.4152,AC_DEMO_SYNTH,0.0559,-0.0206,93.173,93.71,74.538,74.968
0.30517,319.08,100.0,0.0,27.4653,AC_DEMO_SYNTH,0.0512,-0.0187,93.212,93.446,74.57,74.757
0.30573,319.17,100.0,0.0,27.5153,AC_DEMO_SYNTH,0.0469,-0.017,93.153,93.44,74.522,74.752
0.30628,319.24,100.0,0.0,27.5653,AC_DEMO_SYNTH,0.0428,-0.0154,93.265,93.455,74.612,74.764
0.30684,319.32,100.0,0.0,27.6153,AC_DEMO_SYNTH,0.0391,-0.0139,93.207,93.221,74.566,74.577
0.30739,319.38,100.0,0.0,27.6654,AC_DEMO_SYNTH,0.0357,-0.0126,93.939,93.338,75.151,74.67
0.30795,319.44,100.0,0.0,27.7154,AC_DEMO_SYNTH,0.0325,-0.0114,93.126,92.808,74.501,74.246
0.3085,319.5,100.0,0.0,27.7654,AC_DEMO_SYNTH,0.0296,-0.0102,93.073,92.43,74.458,73.944
0.30906,319.55,100.0,0.0,27.8155,AC_DEMO_SYNTH,0.0269,-0.0092,92.924,93.383,74.339,74.706
0.30962,319.59,100.0,0.0,27.8655,AC_DEMO_SYNTH,0.0245,-0.0083,92.838,93.469,74.27,74.775
0.31017,319.63,100.0,0.0,27.9155,AC_DEMO_SYNTH,0.0222,-0.0075,92.777,93.838,74.222,75.07
0.31073,319.67,100.0,0.0,27.9655,AC_DEMO_SYNTH,0.0201,-0.0067,92.943,93.999,74.354,75.199
0.31128,319.71,100.0,0.0,28.0156,AC_DEMO_SYNTH,0.0182,-0.006,93.293,94.013,74.634,75.21
0.31184,319.74,100.0,0.0,28.0656,AC_DEMO_SYNTH,0.0165,-0.0054,93.473,92.998,74.778,74.398
0.3124,319.76,100.0,0.0,28.1156,AC_DEMO_SYNTH,0.0149,-0.0048,93.375,93.264,74.7,74.611
0.31295,319.79,100.0,0.0,28.1656,AC_DEMO_SYNTH,0.0134,-0.0043,93.065,93.609,74.452,74.887
0.31351,319.81,100.0,0.0,28.2157,AC_DEMO_SYNTH,0.0121,-0.0039,93.744,94.438,74.995,75.55
0.31406,319.83,100.0,0.0,28.2657,AC_DEMO_SYNTH,0.0109,-0.0034,93.692,94.025,74.954,75.22
0.31462,319.85,100.0,0.0,28.3157,AC_DEMO_SYNTH,0.0098,-0.0031,93.344,93.889,74.675,75.111
0.31518,319.87,100.0,0.0,28.3658,AC_DEMO_SYNTH,0.0088,-0.0027,93.159,93.293,74.527,74.634
0.31573,319.88,100.0,0.0,28.4158,AC_DEMO_SYNTH,0.0079,-0.0024,93.647,93.1,74.918,74.48
0.31629,319.89,100.0,0.0,28.4658,AC_DEMO_SYNTH,0.0071,-0.0022,93.509,93.773,74.807,75.018
0.31684,319.91,100.0,0.0,28.5158,AC_DEMO_SYNTH,0.0064,-0.0019,92.865,93.024,74.292,74.419
0.3174,319.92,100.0,0.0,28.5659,AC_DEMO_SYNTH,0.0057,-0.0017,93.424,93.374,74.739,74.699
0.31795,319.93,100.0,0.0,28.6159,AC_DEMO_SYNTH,0.0051,-0.0015,93.562,93.427,74.85,74.742
0.31851,319.93,100.0,0.0,28.6659,AC_DEMO_SYNTH,0.0045,-0.0013,93.1,94.111,74.48,75.289
0.31907,319.94,100.0,0.0,28.716,AC_DEMO_SYNTH,0.0041,-0.0012,93.541,93.336,74.833,74.669
0.31962,319.95,100.0,0.0,28.766,AC_DEMO_SYNTH,0.0036,-0.0011,92.888,92.506,74.31,74.005
0.32018,319.95,100.0,0.0,28.816,AC_DEMO_SYNTH,0.0032,-0.0009,94.007,93.684,75.206,74.947
0.32073,319.96,100.0,0.0,28.866,AC_DEMO_SYNTH,0.0029,-0.0008,93.976,93.206,75.181,74.565
0.32129,319.96,100.0,0.0,28.9161,AC_DEMO_SYNTH,0.0025,-0.0007,93.378,93.503,74.702,74.802
0.32185,319.97,100.0,0.0,28.9661,AC_DEMO_SYNTH,0.0023,-0.0006,93.629,93.455,74.903,74.764
0.3224,319.97,100.0,0.0,29.0161,AC_DEMO_SYNTH,0.002,-0.0006,92.52,93.381,74.016,74.705
0.32296,319.98,100.0,0.0,29.0661,AC_DEMO_SYNTH,0.0018,-0.0005,93.026,93.81,74.421,75.048
0.32351,319.98,100.0,0.0,29.1162,AC_DEMO_SYNTH,0.0016,-0.0004,93.372,92.881,74.698,74.305
0.32407,319.98,100.0,0.0,29.1662,AC_DEMO_SYNTH,0.0014,-0.0004,93.062,93.288,74.45,74.63
0.32462,319.98,100.0,0.0,29.2162,AC_DEMO_SYNTH,0.0012,-0.0003,93.777,93.768,75.022,75.014
0.32518,319.99,100.0,0.0,29.2663,AC_DEMO_SYNTH,0.0011,-0.0003,94.294,93.253,75.435,74.602
0.32574,319.99,100.0,0.0,29.3163,AC_DEMO_SYNTH,0.0009,-0.0003,93.025,92.855,74.42,74.284
0.32629,319.99,100.0,0.0,29.3663,AC_DEMO_SYNTH,0.0008,-0.0002,93.162,93.766,74.53,75.013
0.32685,319.99,100.0,0.0,29.4163,AC_DEMO_SYNTH,0.0007,-0.0002,93.591,93.948,74.873,75.158
0.3274,319.99,100.0,0.0,29.4664,AC_DEMO_SYNTH,0.0006,-0.0002,94.142,93.481,75.314,74.785
0.32796,319.99,100.0,0.0,29.5164,AC_DEMO_SYNTH,0.0006,-0.0001,93.009,92.714,74.407,74.171
0.32852,319.99,100.0,0.0,29.5664,AC_DEMO_SYNTH,0.0005,-0.0001,93.598,93.782,74.878,75.026
0.32907,319.99,100.0,0.0,29.6165,AC_DEMO_SYNTH,0.0004,-0.0001,94.227,92.835,75.382,74.268
0.32963,320.0,100.0,0.0,29.6665,AC_DEMO_SYNTH,0.0004,-0.0001,92.841,93.626,74.273,74.901
0.33018,320.0,100.0,0.0,29.7165,AC_DEMO_SYNTH,0.0003,-0.0001,92.99,93.148,74.392,74.518
0.33074,320.0,100.0,0.0,29.7665,AC_DEMO_SYNTH,0.0003,-0.0001,93.333,93.039,74.666,74.431
0.3313,320.0,100.0,0.0,29.8166,AC_DEMO_SYNTH,0.0003,-0.0001,93.294,93.326,74.635,74.661
0.33185,320.0,100.0,0.0,29.8666,AC_DEMO_SYNTH,0.0002,-0.0001,93.827,93.43,75.062,74.744
0.33241,320.0,100.0,0.0,29.9166,AC_DEMO_SYNTH,0.0002,-0.0,93.599,93.245,74.879,74.596
0.33296,320.0,100.0,0.0,29.9666,AC_DEMO_SYNTH,0.0002,-0.0,92.793,93.738,74.234,74.99
0.33352,320.0,100.0,0.0,30.0167,AC_DEMO_SYNTH,0.0001,-0.0,93.709,93.325,74.967,74.66
0.33407,320.0,100.0,0.0,30.0667,AC_DEMO_SYNTH,0.0001,-0.0,93.272,93.895,74.618,75.116
0.33463,320.0,100.0,0.0,30.1167,AC_DEMO_SYNTH,0.0001,-0.0,94.013,93.616,75.21,74.893
0.33519,320.0,100.0,0.0,30.1668,AC_DEMO_SYNTH,0.0001,-0.0,93.252,93.224,74.602,74.579
0.33574,320.0,100.0,0.0,30.2168,AC_DEMO_SYNTH,0.0001,-0.0,93.248,93.157,74.598,74.526
0.3363,320.0,100.0,0.0,30.2668,AC_DEMO_SYNTH,0.0001,-0.0,93.72,92.844,74.976,74.275
0.33685,320.0,100.0,0.0,30.3168,AC_DEMO_SYNTH,0.0001,-0.0,93.808,93.619,75.046,74.895
0.33741,320.0,100.0,0.0,30.3669,AC_DEMO_SYNTH,0.0001,-0.0,93.682,93.361,74.946,74.689
0.33797,320.0,100.0,0.0,30.4169,AC_DEMO_SYNTH,0.0,-0.0,92.829,92.555,74.263,74.044
0.33852,320.0,100.0,0.0,30.4669,AC_DEMO_SYNTH,0.0,-0.0,93.719,93.289,74.975,74.631
0.33908,320.0,100.0,0.0,30.517,AC_DEMO_SYNTH,0.0,-0.0,93.09,93.143,74.472,74.514
0.33963,320.0,100.0,0.0,30.567,AC_DEMO_SYNTH,0.0,-0.0,93.598,94.134,74.878,75.307
0.34019,320.0,100.0,0.0,30.617,AC_DEMO_SYNTH,0.0,-0.0,92.934,92.822,74.347,74.258
0.34074,320.0,100.0,0.0,30.667,AC_DEMO_SYNTH,0.0,-0.0,93.682,92.927,74.946,74.342
0.3413,320.0,100.0,0.0,30.7171,AC_DEMO_SYNTH,0.0,-0.0,93.181,93.947,74.545,75.158
0.34186,320.0,100.0,0.0,30.7671,AC_DEMO_SYNTH,0.0,-0.0,92.99,94.046,74.392,75.237
0.34241,320.0,100.0,0.0,30.8171,AC_DEMO_SYNTH,0.0,-0.0,93.789,93.205,75.031,74.564
0.34297,320.0,100.0,0.0,30.8671,AC_DEMO_SYNTH,0.0,-0.0,93.6,93.251,74.88,74.601
0.34352,320.0,100.0,0.0,30.9172,AC_DEMO_SYNTH,0.0,-0.0,93.258,93.75,74.606,75.0
0.34408,320.0,100.0,0.0,30.9672,AC_DEMO_SYNTH,0.0,-0.0,94.084,92.573,75.267,74.058
0.34464,320.0,100.0,0.0,31.0172,AC_DEMO_SYNTH,0.0,-0.0,93.327,92.759,74.662,74.207
0.34519,320.0,100.0,0.0,31.0673,AC_DEMO_SYNTH,0.0,-0.0,93.516,93.391,74.813,74.713
0.34575,320.0,100.0,0.0,31.1173,AC_DEMO_SYNTH,0.0,-0.0,93.611,94.123,74.889,75.298
0.3463,320.0,100.0,0.0,31.1673,AC_DEMO_SYNTH,0.0,-0.0,93.256,93.329,74.605,74.663
0.34686,320.0,100.0,0.0,31.2173,AC_DEMO_SYNTH,0.0,-0.0,93.692,93.544,74.954,74.835
0.34742,320.0,100.0,0.0,31.2674,AC_DEMO_SYNTH,0.0,-0.0,93.29,93.957,74.632,75.166
0.34797,320.0,100.0,0.0,31.3174,AC_DEMO_SYNTH,0.0,-0.0,93.339,94.346,74.671,75.477
0.34853,320.0,100.0,0.0,31.3674,AC_DEMO_SYNTH,0.0,-0.0,94.048,93.273,75.238,74.618
0.34908,320.0,100.0,0.0,31.4175,AC_DEMO_SYNTH,0.0,-0.0,93.087,93.497,74.47,74.798
0.34964,320.0,100.0,0.0,31.4675,AC_DEMO_SYNTH,0.0,-0.0,92.538,94.232,74.03,75.386
0.35019,320.0,100.0,0.0,31.5175,AC_DEMO_SYNTH,0.0,-0.0,94.148,92.895,75.318,74.316
0.35075,320.0,100.0,0.0,31.5675,AC_DEMO_SYNTH,0.0,-0.0,94.523,93.914,75.618,75.131
0.35131,320.0,100.0,0.0,31.6176,AC_DEMO_SYNTH,0.0,-0.0,93.341,93.096,74.673,74.477
0.35186,320.0,100.0,0.0,31.6676,AC_DEMO_SYNTH,0.0,-0.0,92.729,93.544,74.183,74.835
0.35242,320.0,100.0,0.0,31.7176,AC_DEMO_SYNTH,0.0,-0.0,93.379,93.406,74.703,74.725
0.35297,320.0,100.0,0.0,31.7676,AC_DEMO_SYNTH,0.0,-0.0,93.389,93.12,74.711,74.496
0.35353,320.0,100.0,0.0,31.8177,AC_DEMO_SYNTH,0.0,-0.0,93.427,93.11,74.742,74.488
0.35409,320.0,100.0,0.0,31.8677,AC_DEMO_SYNTH,0.0,-0.0,93.058,93.614,74.446,74.891
0.35464,320.0,100.0,0.0,31.9177,AC_DEMO_SYNTH,0.0,-0.0,93.735,93.902,74.988,75.122
0.3552,320.0,100.0,0.0,31.9678,AC_DEMO_SYNTH,0.0,-0.0,93.713,93.451,74.97,74.761
0.35575,320.0,100.0,0.0,32.0178,AC_DEMO_SYNTH,0.0,-0.0,92.906,93.531,74.325,74.825
0.35631,320.0,100.0,0.0,32.0678,AC_DEMO_SYNTH,0.0,-0.0,93.783,93.732,75.026,74.986
0.35686,320.0,100.0,0.0,32.1178,AC_DEMO_SYNTH,0.0,-0.0,94.324,93.115,75.459,74.492
0.35742,320.0,100.0,0.0,32.1679,AC_DEMO_SYNTH,0.0,-0.0,93.572,93.799,74.858,75.039
0.35798,320.0,100.0,0.0,32.2179,AC_DEMO_SYNTH,0.0,-0.0,93.368,93.831,74.694,75.065
0.35853,320.0,100.0,0.0,32.2679,AC_DEMO_SYNTH,0.0,-0.0,93.447,94.545,74.758,75.636
0.35909,320.0,100.0,0.0,32.318,AC_DEMO_SYNTH,0.0,-0.0,93.749,93.353,74.999,74.682
0.35964,320.0,100.0,0.0,32.368,AC_DEMO_SYNTH,0.0,-0.0,92.811,93.32,74.249,74.656
0.3602,320.0,100.0,0.0,32.418,AC_DEMO_SYNTH,-0.0,-0.0,93.569,93.811,74.855,75.049
0.36076,320.0,100.0,0.0,32.468,AC_DEMO_SYNTH,-0.0,0.0,93.347,93.831,74.678,75.065
0.36131,320.0,100.0,0.0,32.5181,AC_DEMO_SYNTH,-0.0,0.0,94.243,93.289,75.394,74.631
0.36187,320.0,100.0,0.0,32.5681,AC_DEMO_SYNTH,-0.0,0.0,93.434,93.342,74.747,74.674
0.36242,320.0,100.0,0.0,32.6181,AC_DEMO_SYNTH,-0.0,0.0,94.171,93.72,75.337,74.976
0.36298,320.0,100.0,0.0,32.6681,AC_DEMO_SYNTH,-0.0,0.0,93.062,93.172,74.45,74.538
0.36354,320.0,100.0,0.0,32.7182,AC_DEMO_SYNTH,-0.0,0.0,93.738,93.339,74.99,74.671
0.36409,320.0,100.0,0.0,32.7682,AC_DEMO_SYNTH,-0.0,0.0,93.631,93.539,74.905,74.831
0.36465,320.0,100.0,0.0,32.8182,AC_DEMO_SYNTH,-0.0,0.0,93.156,93.902,74.525,75.122
0.3652,320.0,100.0,0.0,32.8683,AC_DEMO_SYNTH,-0.0,0.0,93.574,93.262,74.859,74.61
0.36576,320.0,100.0,0.0,32.9183,AC_DEMO_SYNTH,-0.0,0.0,93.988,92.766,75.19,74.213
0.36631,320.0,100.0,0.0,32.9683,AC_DEMO_SYNTH,-0.0,0.0,93.374,92.737,74.699,74.19
0.36687,320.0,100.0,0.0,33.0183,AC_DEMO_SYNTH,-0.0,0.0,92.827,93.0,74.262,74.4
0.36743,320.0,100.0,0.0,33.0684,AC_DEMO_SYNTH,-0.0,0.0,93.496,92.978,74.797,74.382
0.36798,320.0,100.0,0.0,33.1184,AC_DEMO_SYNTH,-0.0,0.0,93.142,93.442,74.514,74.754
0.36854,320.0,100.0,0.0,33.1684,AC_DEMO_SYNTH,-0.0,0.0,93.366,93.028,74.693,74.422
0.36909,320.0,100.0,0.0,33.2185,AC_DEMO_SYNTH,-0.0,0.0,93.471,93.222,74.777,74.578
